benchmark,condition,model,task,status,points,total,reason,stage,tool_calls,hook_runs,router_preloaded,termination_reason,turn_status,source,verifier_replay
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/torch-pipeline-parallelism,invalid,,,verifier_execution_unconfirmed,rick-saber-tbapi-gpt-20260913-r1-retry1,7,16,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-retry1/torch-pipeline-parallelism__unvMwEs/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/qemu-alpine-ssh,valid,0.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,1,6,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/qemu-alpine-ssh__zjRRCD5/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/polyglot-c-py,valid,0.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,0,4,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/polyglot-c-py__svB9cSG/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/model-extraction-relu-logits,valid,0.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,3,10,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/model-extraction-relu-logits__zSKvxwG/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/bn-fit-modify,valid,1.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,7,16,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/bn-fit-modify__aCrPsu7/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/winning-avg-corewars,valid,0.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,8,18,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/winning-avg-corewars__tsfHAKF/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/winning-avg-corewars__tsfHAKF/verifier/repair-49cad67868e1/completion.json
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/largest-eigenval,valid,1.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,6,14,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/largest-eigenval__PAuvjfm/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/crack-7z-hash,valid,0.0,1,,rick-saber-tbapi-gpt-20260913-r1-resume2,21,50,True,total_high_risk_block_limit,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-resume2/crack-7z-hash__MtBym95/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-resume2/crack-7z-hash__MtBym95/verifier/repair-04a205b0c3f2/completion.json
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/train-fasttext,invalid,,,VerifierTimeoutError,rick-saber-tbapi-gpt-20260913-r1-resume2,12,29,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-resume2/train-fasttext__EZ933wv/result.json,
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/prove-plus-comm,valid,1.0,1,,rick-saber-tbapi-gpt-20260913-r1-resume2,14,30,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-resume2/prove-plus-comm__tbteZJS/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-resume2/prove-plus-comm__tbteZJS/verifier/repair-afff97cab311/completion.json
Terminal-Bench 2.1,skills,GPT-5.6 Sol,terminal-bench/dna-insert,valid,0.0,1,,rick-saber-tbapi-gpt-20260913-r1-full,15,32,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gpt-20260913-r1-full/dna-insert__93bFxCe/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/openssl-selfsigned-cert,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-smoke,11,24,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-smoke/openssl-selfsigned-cert__yDpouFT/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/fix-git,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-smoke,15,32,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-smoke/fix-git__acUVr3Z/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/build-pmars,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,34,74,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/build-pmars__JAc4dBp/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/install-windows-3.11,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/install-windows-3.11__uZ7be8N/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/video-processing,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,105,212,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/video-processing__erNFKvJ/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/video-processing__erNFKvJ/verifier/repair-a534591f193a/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/largest-eigenval,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-resume2,23,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/largest-eigenval__YJuMBLG/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/gpt2-codegolf,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-resume2,66,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/gpt2-codegolf__oqRNZx8/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/polyglot-rust-c,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/polyglot-rust-c__ovZnGc7/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/portfolio-optimization,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,13,28,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/portfolio-optimization__SYv76JV/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/count-dataset-tokens,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,1,3,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/count-dataset-tokens__Gc4vXKF/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/mteb-retrieve,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,51,104,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/mteb-retrieve__ibmhcaM/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/query-optimize,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/query-optimize__2mHFTve/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/mcmc-sampling-stan,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,31,70,True,total_high_risk_block_limit,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/mcmc-sampling-stan__m6bakSq/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/build-pov-ray,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,1,3,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/build-pov-ray__hNDkT9T/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/overfull-hbox,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/overfull-hbox__CA3RyZv/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/regex-log,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,19,40,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/regex-log__oajdLxg/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/adaptive-rejection-sampler,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,22,46,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/adaptive-rejection-sampler__6DgHR6m/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/filter-js-from-html,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,87,179,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/filter-js-from-html__3HVa4q6/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/llm-inference-batching-scheduler,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,85,172,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/llm-inference-batching-scheduler__Sq5SnwL/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/llm-inference-batching-scheduler__Sq5SnwL/verifier/repair-85e20105e324/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/modernize-scientific-stack,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/modernize-scientific-stack__u8RKP8G/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/train-fasttext,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-resume2,185,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/train-fasttext__oVn6GXZ/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/break-filter-js-from-html,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/break-filter-js-from-html__zuMkRyL/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/sqlite-with-gcov,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/sqlite-with-gcov__QYCRENF/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/path-tracing-reverse,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,4,13,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/path-tracing-reverse__iSgzYrp/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/path-tracing-reverse__iSgzYrp/verifier/repair-22505ffe3510/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/sanitize-git-repo,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,23,48,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/sanitize-git-repo__TngYPfK/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/winning-avg-corewars,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,32,68,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/winning-avg-corewars__wBkS7pK/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/bn-fit-modify,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,36,77,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/bn-fit-modify__U9Yb88U/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/regex-chess,invalid,,,verifier_execution_unconfirmed,rick-saber-tbapi-gemini-20260913-r1-resume2,72,146,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/regex-chess__XpcETgT/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/extract-moves-from-video,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,12,26,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/extract-moves-from-video__UV5Z57N/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/merge-diff-arc-agi-task,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,22,51,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/merge-diff-arc-agi-task__KkQLhsm/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/merge-diff-arc-agi-task__KkQLhsm/verifier/repair-b56d44b80844/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/cobol-modernization,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,35,75,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/cobol-modernization__AALdKC4/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/raman-fitting,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,33,71,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/raman-fitting__tSyVVyR/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/raman-fitting__tSyVVyR/verifier/repair-37226bb1ec68/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/reshard-c4-data,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/reshard-c4-data__qHvvKAv/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/tune-mjcf,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,18,38,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/tune-mjcf__5moBa3E/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/fix-code-vulnerability,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/fix-code-vulnerability__WLaUFbn/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/custom-memory-heap-crash,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,2,5,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/custom-memory-heap-crash__KUsrrfZ/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/build-cython-ext,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/build-cython-ext__FP57vw5/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/polyglot-c-py,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/polyglot-c-py__aZLQXph/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/schemelike-metacircular-eval,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,63,131,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/schemelike-metacircular-eval__M4q4J6H/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/circuit-fibsqrt,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/circuit-fibsqrt__YzAx9Z7/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/dna-insert,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,83,168,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/dna-insert__GnhXQWV/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/large-scale-text-editing,invalid,,,RuntimeError,rick-saber-tbapi-gemini-20260913-r1-resume2,0,1,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/large-scale-text-editing__QidXTVb/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/make-doom-for-mips,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-resume2,64,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/make-doom-for-mips__wWgpSeX/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/pytorch-model-recovery,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-resume2,29,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/pytorch-model-recovery__zmk2wvh/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/cancel-async-tasks,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,25,52,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/cancel-async-tasks__YfwKJUG/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/kv-store-grpc,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,5,17,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/kv-store-grpc__NZHgozR/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/kv-store-grpc__NZHgozR/verifier/repair-14829c25fa4f/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/torch-pipeline-parallelism,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,14,34,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/torch-pipeline-parallelism__ZJSfB8E/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/torch-pipeline-parallelism__ZJSfB8E/verifier/repair-fdbe5a3d76d9/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/sqlite-db-truncate,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/sqlite-db-truncate__av7yALi/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/caffe-cifar-10,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-retry1,7,19,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-retry1/caffe-cifar-10__evE4qVt/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/model-extraction-relu-logits,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/model-extraction-relu-logits__De3UqpW/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/qemu-alpine-ssh,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,16,34,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/qemu-alpine-ssh__eWAadfz/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/configure-git-webserver,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,4,14,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/configure-git-webserver__8YU8NzB/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/prove-plus-comm,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,13,28,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/prove-plus-comm__aKDF3VX/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/prove-plus-comm__aKDF3VX/verifier/repair-b18d87db2ff2/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/constraints-scheduling,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,27,56,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/constraints-scheduling__4PJjkM2/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/extract-elf,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,31,67,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/extract-elf__xUUchvR/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/extract-elf__xUUchvR/verifier/repair-83a026546a46/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/password-recovery,invalid,,,verifier_execution_unconfirmed,rick-saber-tbapi-gemini-20260913-r1-resume2,54,110,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/password-recovery__Bgk7DBj/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/chess-best-move,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/chess-best-move__SWhmCWN/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/db-wal-recovery,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-retry1,101,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-retry1/db-wal-recovery__JWd3jXL/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/hf-model-inference,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,15,35,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/hf-model-inference__U83ig5Q/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/hf-model-inference__U83ig5Q/verifier/repair-cf37e0f7f3f3/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/dna-assembly,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/dna-assembly__kjEih9Y/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/rstan-to-pystan,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,4,16,True,total_high_risk_block_limit,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/rstan-to-pystan__yHfbi4s/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/rstan-to-pystan__yHfbi4s/verifier/repair-58880d2b39d7/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/torch-tensor-parallelism,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/torch-tensor-parallelism__2YDCUuT/result.json,
