batch,model,condition,task,scored,reward,error_type,source
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/llm-inference-batching-scheduler,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/llm-inference-batching-scheduler__w3PLdp8/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/feal-differential-cryptanalysis,False,,TimeoutExpired,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/feal-differential-cryptanalysis__NDhq8kx/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/chess-best-move,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/chess-best-move__HCAf23e/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/git-leak-recovery,False,,TimeoutExpired,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/git-leak-recovery__2ojEt82/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/extract-moves-from-video,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/extract-moves-from-video__gvXU5g6/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/headless-terminal,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/headless-terminal__kZj6cHf/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/prove-plus-comm,False,,TimeoutExpired,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/prove-plus-comm__QpgnoqK/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/sparql-university,False,,AppServerProtocolError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/sparql-university__a7uM4yK/result.json
rick-saber-tb21-full-gptoss-20260911-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/openssl-selfsigned-cert,True,1.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r1/openssl-selfsigned-cert__s2Xhd9R/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/openssl-selfsigned-cert,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/openssl-selfsigned-cert__jGo8xVX/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/compile-compcert,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/compile-compcert__S4zcET8/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/crack-7z-hash,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/crack-7z-hash__dNYAG8F/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/schemelike-metacircular-eval,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/schemelike-metacircular-eval__pn38KxZ/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/git-leak-recovery,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/git-leak-recovery__9yfRBRG/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/write-compressor,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/write-compressor__u9rFP7N/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/install-windows-3.11,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/install-windows-3.11__A73LhbU/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/configure-git-webserver,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/configure-git-webserver__QcyqhzC/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/video-processing,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/video-processing__wA4F8FP/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/overfull-hbox,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/overfull-hbox__MXTQu6F/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/log-summary-date-ranges,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/log-summary-date-ranges__znv3hwr/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/make-doom-for-mips,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/make-doom-for-mips__nmGNEbb/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/mteb-retrieve,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/mteb-retrieve__McpKxdt/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/sanitize-git-repo,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/sanitize-git-repo__SLgigZG/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/cancel-async-tasks,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/cancel-async-tasks__nqiZnm8/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/mteb-leaderboard,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/mteb-leaderboard__urbs8qf/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/regex-chess,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/regex-chess__4pNut3i/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/feal-linear-cryptanalysis,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/feal-linear-cryptanalysis__v2eXavS/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/make-mips-interpreter,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/make-mips-interpreter__6pppcVi/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/tune-mjcf,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/tune-mjcf__dEwoN2z/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/build-pov-ray,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/build-pov-ray__JxUNzh6/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/largest-eigenval,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/largest-eigenval__9qxsfDz/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/fix-ocaml-gc,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/fix-ocaml-gc__Y92Y7ks/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/torch-pipeline-parallelism,False,,AppServerProtocolError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/torch-pipeline-parallelism__kE9g5eF/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/rstan-to-pystan,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/rstan-to-pystan__MV3YLWN/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/fix-git,True,1.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/fix-git__e2JBnv8/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/model-extraction-relu-logits,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/model-extraction-relu-logits__yxgXh7L/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/gpt2-codegolf,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/gpt2-codegolf__aAft27v/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/custom-memory-heap-crash,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/custom-memory-heap-crash__pzpMHAj/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/extract-elf,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/extract-elf__B6SSYfu/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/distribution-search,False,,AppServerProtocolError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/distribution-search__P6n725S/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/db-wal-recovery,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/db-wal-recovery__Cm9qJTe/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/break-filter-js-from-html,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/break-filter-js-from-html__5bA8oKb/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/circuit-fibsqrt,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/circuit-fibsqrt__eMr3mNk/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/pytorch-model-recovery,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/pytorch-model-recovery__cDMA73D/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/build-pmars,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/build-pmars__KqPQb35/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/large-scale-text-editing,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/large-scale-text-editing__RQLkE4x/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/merge-diff-arc-agi-task,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/merge-diff-arc-agi-task__AtHwYCc/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/feal-differential-cryptanalysis,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/feal-differential-cryptanalysis__w4iKUeR/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/fix-code-vulnerability,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/fix-code-vulnerability__AVWspE3/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/multi-source-data-merger,True,1.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/multi-source-data-merger__sRtzNV8/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/extract-moves-from-video,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/extract-moves-from-video__FsrpXmF/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/kv-store-grpc,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/kv-store-grpc__b8aTk5n/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/headless-terminal,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/headless-terminal__tUadVzH/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/sqlite-db-truncate,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/sqlite-db-truncate__TjceUPz/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/winning-avg-corewars,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/winning-avg-corewars__nyBhWMA/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/polyglot-rust-c,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/polyglot-rust-c__VQXsyfh/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/git-multibranch,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/git-multibranch__9woqmUs/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/query-optimize,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/query-optimize__jaG4iai/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/filter-js-from-html,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/filter-js-from-html__aebBcD5/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/sparql-university,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/sparql-university__ahfaCzQ/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/portfolio-optimization,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/portfolio-optimization__GwwCuz9/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/qemu-alpine-ssh,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/qemu-alpine-ssh__Pn4m5JB/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/modernize-scientific-stack,True,1.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/modernize-scientific-stack__c3QoTM3/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/count-dataset-tokens,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/count-dataset-tokens__qrEakMu/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/pypi-server,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/pypi-server__t3Rzyvs/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/protein-assembly,False,,AppServerProtocolError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/protein-assembly__ErQbYqr/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/reshard-c4-data,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/reshard-c4-data__yHdVTLs/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/adaptive-rejection-sampler,False,,AgentTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/adaptive-rejection-sampler__JxhVa9w/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/polyglot-c-py,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/polyglot-c-py__DVphkzs/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/regex-log,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/regex-log__nWueDCq/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/llm-inference-batching-scheduler,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/llm-inference-batching-scheduler__kJFWKUL/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/sqlite-with-gcov,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/sqlite-with-gcov__f4MZQ4N/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/dna-insert,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/dna-insert__CVesoRW/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/raman-fitting,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/raman-fitting__6ikASqR/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/path-tracing-reverse,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/path-tracing-reverse__VQSKCSW/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/chess-best-move,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/chess-best-move__kkuiqSd/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/mcmc-sampling-stan,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/mcmc-sampling-stan__yMysZwQ/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/train-fasttext,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/train-fasttext__zJTdhUs/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/torch-tensor-parallelism,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/torch-tensor-parallelism__CpfeAaL/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/mailman,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/mailman__4eJ9PjU/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/code-from-image,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/code-from-image__WdirawH/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/pytorch-model-cli,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/pytorch-model-cli__48c2mEd/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/nginx-request-logging,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/nginx-request-logging__v38zHms/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/prove-plus-comm,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/prove-plus-comm__jdqQqcK/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/caffe-cifar-10,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/caffe-cifar-10__pzKZxvJ/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/sam-cell-seg,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/sam-cell-seg__cqsnTjs/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/financial-document-processor,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/financial-document-processor__NHZqffm/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/path-tracing,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/path-tracing__S9ByCq2/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/cobol-modernization,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/cobol-modernization__zUceQfg/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/constraints-scheduling,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/constraints-scheduling__PZoZyWo/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/hf-model-inference,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/hf-model-inference__YnhFFM4/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/build-cython-ext,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/build-cython-ext__KFh7ags/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/bn-fit-modify,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/bn-fit-modify__EUZToHw/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/dna-assembly,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/dna-assembly__VKiXGHa/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/qemu-startup,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/qemu-startup__kEYfWdp/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/vulnerable-secret,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/vulnerable-secret__qGmsTiQ/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/password-recovery,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/password-recovery__AsNBZio/result.json
rick-saber-tb21-full-gptoss-20260911-r3,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/gcode-to-text,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-gptoss-20260911-r3/gcode-to-text__L8tVWLP/result.json
rick-saber-tb21-full-mistral-20260911-r3,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/mteb-retrieve,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-mistral-20260911-r3/mteb-retrieve__7Rz47Fn/result.json
rick-saber-tb21-full-mistral-20260911-r3,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/qemu-alpine-ssh,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-mistral-20260911-r3/qemu-alpine-ssh__VQdsbZB/result.json
rick-saber-tb21-full-mistral-20260911-r3,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/feal-differential-cryptanalysis,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-tb21-full-mistral-20260911-r3/feal-differential-cryptanalysis__zqpzKMt/result.json
